Date,Open,High,Low,Close,Adj Close,Volume,M2,Open_1,High_1,Low_1,Close_1
2020-08-07,11072.53,11126.04,10920.37,11010.98,11010.98,4230720000,18373.66,9067.00,9110.82,8942.40,9016.60
2020-08-10,11033.73,11040.24,10849.46,10968.36,10968.36,4018530000,18402.50,9021.07,9026.39,8870.41,8967.62
2020-08-11,10942.66,10989.42,10762.71,10782.82,10782.82,4303980000,18411.78,8942.10,8980.31,8795.05,8811.48
2020-08-12,10878.12,11036.72,10877.16,11012.24,11012.24,3716840000,18421.06,8884.88,9014.42,8884.10,8994.43
2020-08-13,11026.86,11124.85,11007.50,11042.50,11042.50,3444140000,18430.34,9001.83,9081.83,8986.03,9014.60
2020-08-14,11042.24,11058.44,10972.06,11019.30,11019.30,3491320000,18439.62,9009.85,9023.07,8952.59,8991.13
2020-08-17,11083.25,11144.53,11080.30,11129.73,11129.73,3193160000,18448.90,9038.76,9088.74,9036.36,9076.67
2020-08-18,11170.75,11230.62,11103.83,11210.84,11210.84,3199470000,18436.34,9116.33,9165.19,9061.72,9149.05
2020-08-19,11214.80,11257.42,11132.10,11146.46,11146.46,3467890000,18423.78,9158.52,9193.32,9090.98,9102.71
2020-08-20,11096.40,11283.62,11090.03,11264.95,11264.95,4170980000,18411.22,9068.01,9221.01,9062.80,9205.75
2020-08-21,11258.44,11326.21,11245.44,11311.80,11311.80,3905670000,18398.66,9206.71,9262.13,9196.08,9250.34
2020-08-24,11449.25,11462.05,11297.53,11379.72,11379.72,3885880000,18386.10,9369.14,9379.62,9244.99,9312.24
2020-08-25,11370.23,11468.26,11343.04,11466.47,11466.47,3454500000,18401.80,9296.54,9376.69,9274.31,9375.23
2020-08-26,11516.62,11672.05,11507.46,11665.06,11665.06,3441550000,18417.50,9408.20,9535.18,9400.72,9529.47
2020-08-27,11688.19,11730.01,11551.01,11625.34,11625.34,3535800000,18433.20,9540.23,9574.37,9428.26,9488.93
2020-08-28,11689.28,11708.77,11634.77,11695.63,11695.63,2997810000,18448.90,9533.00,9548.90,9488.55,9538.18
2020-08-31,11718.81,11829.84,11697.42,11775.46,11775.46,3596980000,18464.60,9548.96,9639.43,9531.53,9595.12
2020-09-01,11850.96,11945.72,11794.78,11939.67,11939.67,3480780000,18464.60,9656.64,9733.85,9610.86,9728.92
2020-09-02,12047.26,12074.06,11836.18,12056.44,12056.44,3966140000,18464.60,9816.59,9838.43,9644.60,9824.07
2020-09-03,11861.90,11894.40,11361.36,11458.10,11458.10,4437500000,18464.60,9665.55,9692.04,9257.69,9336.52
2020-09-04,11396.24,11531.18,10875.87,11313.13,11313.13,4269190000,18464.60,9286.12,9396.07,8862.10,9218.39
2020-09-08,10900.70,11131.50,10837.20,10847.69,10847.69,3872230000,18464.60,8882.33,9070.39,8830.59,8839.14
2020-09-09,11064.76,11217.69,10970.45,11141.56,11141.56,3531780000,18464.60,9016.01,9140.63,8939.16,9078.59
2020-09-10,11235.53,11299.53,10875.02,10919.59,10919.59,3814100000,18464.60,9155.16,9207.31,8861.40,8897.72
2020-09-11,11010.07,11033.04,10728.03,10853.55,10853.55,3609190000,18464.60,8971.45,8990.17,8741.63,8843.91
2020-09-14,11010.14,11118.29,10982.26,11056.65,11056.65,3716820000,18464.60,8971.51,9059.63,8948.79,9009.40
2020-09-15,11193.96,11244.46,11127.98,11190.32,11190.32,3772820000,18464.60,9121.29,9162.44,9067.53,9118.32
2020-09-16,11222.08,11245.42,11046.43,11050.47,11050.47,3661710000,18464.60,9144.20,9163.22,9001.08,9004.37
2020-09-17,10796.05,10974.45,10783.81,10910.28,10910.28,3726750000,18464.60,8797.06,8942.42,8787.08,8890.14
2020-09-18,10973.45,10977.68,10639.95,10793.28,10793.28,5745690000,18464.60,8941.61,8945.06,8669.86,8794.80
2020-09-21,10610.14,10782.74,10519.49,10778.80,10778.80,3885200000,18464.60,8645.57,8786.21,8571.70,8783.00
2020-09-22,10873.30,10879.17,10737.52,10796.61,10796.61,1262327780,18464.60,8860.00,8864.79,8749.36,8797.51
